month,last_price,rainfall,demand_index,price
6,47.16655146578115,150.9054491313347,3.105414037640614,54.448009292289214
4,11.505139565599523,169.50220957870584,1.5302701554506326,17.823912789473752
11,39.63627748619693,87.57018481887485,1.7883425859401294,46.18311075647882
5,37.83641076077788,143.73111494104984,1.5671641657162003,41.87197045783915
5,52.04241647945926,135.7618974715623,3.7731823288789834,61.070275168252024
8,43.84181487775139,174.92455651824065,3.114393648667864,53.25970251610023
4,54.00801791978188,185.91305907218907,2.719420494123713,64.83241442837421
12,54.36366608212794,51.82351572160802,4.193355981091397,66.14004308185099
6,30.40820004498589,151.1029878588189,2.3031786390432205,31.86619848468924
7,16.871706687590656,57.775369867959355,3.272426652363844,24.05891667427648
8,41.514182791109405,132.3287997616034,1.2976304059607937,44.2088102854185
9,53.68730492042552,93.14490935655172,3.9776163353004477,64.37733816670827
10,13.747667209738037,96.01648992832118,3.7807697792623594,26.850936312595206
8,37.896163654233206,102.94377551785348,4.209518517187528,48.31210609253512
4,15.749976332991196,143.19386735744152,4.537903832066215,27.582873321704543
4,11.349799587760097,100.10749485031539,4.0321130691816744,21.150151083756015
10,43.981767697041676,159.90485758854206,4.377959560509176,57.07456912264992
11,44.092480593608194,110.67910783608045,2.3826183958468983,48.41257439501195
5,40.0329022498181,60.25298004649379,2.373349448059759,46.08076120668461
3,52.96114019508986,167.56397637261608,4.777203279599265,62.570190920574554
2,14.04382198967392,92.8637486889059,4.658298145304819,26.032813614108303
2,15.263013084937967,114.91503193988939,3.19398936442089,27.021365749197447
9,53.22677189897236,152.81658248328523,2.4662351410905834,62.64899604611988
8,35.16383599431315,99.8684235723068,4.464006121035201,48.90500706765415
6,23.652640441911863,58.487848422007346,2.2936445297094648,30.831064903769356
9,46.907848899264366,106.08815705192204,1.6145403315777775,49.43208700959422
5,54.7201861302201,191.66728740414553,3.55797070002192,63.87548916283408
12,44.48016431014811,146.26015959478372,1.1704872389318677,46.8604277300352
10,49.59662983392246,150.72187230008103,2.516407624665952,55.673416500404116
1,24.124862009759624,144.84232304564597,4.2306552627784875,36.9815597028837
8,24.438767970527124,79.84882084391552,2.180864782771339,28.295993765114005
3,53.20619401773162,112.75007961534202,4.725261916294134,71.37856806812533
9,40.74314243276076,162.64096975449775,4.823298666466549,56.83619742369995
11,21.70813758368682,65.20593463297388,4.263265203060476,32.22191752230605
1,36.20809077311061,91.67791641345684,4.950573275968251,50.35816110562039
3,44.293023573612466,91.44786626987803,3.1230564460457506,51.55007245912345
1,20.927454062539397,114.8028391391759,3.276798208555886,30.882178926169747
1,42.745320410386796,197.05531114132776,4.344667261081914,53.63034280557997
6,12.107242490888389,60.12538200257329,2.9712210231523617,16.656243967782654
4,25.18458115020806,127.80514915708926,2.626880027332278,29.945281988634175
10,43.69859058630574,76.90470230183156,3.459014364698156,55.959564026157416
4,17.467453274495078,195.6014818114616,3.630638043395528,25.96562501122247
5,21.109951532124946,66.99552570911963,4.003583286784665,31.99474270043685
3,53.95466451791947,110.54015035423868,3.6728027890403414,65.20601116038296
12,43.71605497158042,160.68274772519092,3.982887181053314,55.93779775071108
2,34.945935512833685,155.6831642041168,3.6982386835550094,44.30564651667436
10,20.544669606372615,113.40929553408984,2.9217809540007154,23.843926378510684
8,27.070482829112905,101.97862519290774,1.5397383373458813,29.06377530340217
11,38.71652491436796,109.64185678293059,4.141772915741034,45.75748648047521
7,17.76562969523342,89.64143947379588,1.1231166055507322,17.439399785493624
10,34.087203994909444,80.79994080601998,4.970000367045358,48.343375336175335
4,30.44871970690112,122.4559546338335,4.313833959758719,42.25810982847796
2,33.83436707138091,90.2800634101411,3.68364243192522,46.533313603612235
12,15.278041064014971,93.11924973458753,4.866427087417813,28.880628063969155
9,15.324854352251428,148.51340952118358,3.449881125824837,22.433107440707886
8,58.205547637316066,195.28059975498383,1.2257315229773922,62.33577082589125
4,58.96838668623843,140.54558008390626,3.2375286960580802,70.77780244291799
11,31.308232895590912,61.54692005974494,2.1088167426277713,38.85236241962678
5,49.44977268254187,61.33754207811005,2.477910111937747,56.1356109188522
10,42.78957134615384,192.7134831268349,2.8383406234001156,48.7614016645558
6,15.845842730919449,94.59361854610005,4.0984029855551345,24.811973370638835
4,24.83393286673489,63.81004791237132,3.0117168574838247,31.650751240711358
2,25.682570432226022,139.85668807255723,2.898721163300315,32.08346590037901
5,39.788721742961194,143.5473167435399,2.2078885509673842,42.328358813557315
11,38.9988356157235,147.27572301780322,3.159488967410812,46.33468736891767
1,56.17543468513778,90.1103041786312,1.9935634177412624,60.691807467666855
7,49.501815698813694,52.26660263217126,2.043975261632912,57.65985626180962
9,52.842383230148684,194.75230541817078,4.029035100578081,59.74389177205734
3,54.561430680550465,87.63395685366538,2.37018905803636,61.140489063374964
6,50.06383362774902,151.40394320788212,1.2055986917564474,49.44462001473
9,26.644063052855383,155.99448048180642,2.3747091435799232,28.296278125101043
11,20.750648566725,141.50111256192287,3.554288831466476,29.00998687360895
4,38.588366901052346,96.93610913204724,4.25594234670929,50.42457119964009
6,44.47841582266594,90.66443806460987,4.847746725569445,60.65945753784627
3,29.32839844815829,139.65024240540546,3.9848816858999037,39.34804641471886
9,52.41693249822551,179.91434504175373,2.7154064376673475,57.68702241191114
7,58.02832964089917,192.01005933850934,2.1964771168198305,61.2937537993384
7,38.469786306867604,65.88587066056364,1.5185199606835575,41.331464934821284
4,32.829603110810915,73.22429188965798,3.5107457377844575,35.58598055847493
6,52.144355847125894,191.71043881746195,3.0395332564360253,57.707280316163306
11,11.213477349469333,160.4802842502189,3.710806065776565,22.34421217132544
11,16.450630791712403,182.44907372446596,1.9485326258202784,15.564598014818749
8,52.282882950313386,80.39489512030147,2.2945766724397823,57.532417073355674
6,46.60142928239962,138.1378806664103,2.168381397994556,51.147783840190634
6,30.8068349102163,155.17093916262104,4.190607368697642,43.259725900586155
4,54.44259288622025,152.0167828170459,1.684919259453387,58.210553420056634
8,27.572914382269357,111.22275363000472,3.433888468097982,37.60586534251877
10,41.69226789334587,52.30923375369627,1.205420063036427,43.2935350576195
8,41.7167235162958,137.43890852063947,3.1981103036068785,46.42006916571639
9,19.21659463071181,87.96523087694132,1.2556559030122236,21.043873837035772
6,24.2425868082029,117.53813692143355,1.7035063631519494,27.892373072548146
2,55.800346134804286,193.63715226257258,1.4521012082142488,60.53616318078406
4,19.170742689670853,109.85529764636522,2.386901415533706,22.37750808920006
4,18.678731092381227,175.97024099966401,2.3749256708309163,28.221403800759624
8,33.9807736866937,78.28109086238767,4.305677122913025,46.46001810211469
5,14.609868411892048,150.86907470375434,1.9027498055221148,17.28706890989789
4,54.73130944921867,196.55104316584152,1.345546967095908,55.17628538584461
8,15.007456915623553,65.28396513094052,3.414047163256519,24.277389785883106
3,40.82787384203972,51.247991334078804,3.7498027984000273,51.4294581101694
2,26.989092822265906,115.03741889489216,2.179294464085815,32.40305947261987
4,50.213644273551694,63.89382245770508,3.4112564654455086,61.08362428797554
11,39.49053728837693,162.2576524514347,4.104226272026576,48.85826258501823
1,29.415307053971908,187.18229957728383,2.390211756304449,34.926797740881085
1,59.193649227240535,115.10314590631383,3.101415359732447,66.67689209465202
5,13.311549423276533,88.80674632331613,1.5865330946892802,20.47651868873442
11,38.88931516153384,115.16049785099146,1.0945872042807214,37.40564094529745
1,59.47841557720224,158.51717267750016,4.925471899243318,76.95997791600074
4,44.547632160650856,51.35812423705565,2.1989234021454798,48.86361787815255
8,46.98848158210965,138.4180984227046,2.1156082028872865,49.78011576985038
8,11.604557228974295,141.99375273310687,4.89298053269235,24.271220976389003
2,11.06815815484812,145.65323703439032,3.9129340950524667,21.782580522111026
3,11.805505599109642,86.30331199713157,3.341191551761933,20.239516310132696
3,59.5861951088116,157.107908506719,3.7972935803734273,70.60196936302853
1,58.97598803704257,63.70872294976646,3.8397062667816106,68.9590789344723
11,26.725446288213092,79.89055047002012,4.05334352117193,36.799257818840616
3,24.549090813291443,181.6205069981723,1.2687569256796798,24.690015212574934
8,17.297937275892213,160.80847260898497,2.651325679131552,26.164767748373485
6,26.45701495823792,52.06183310170179,2.180521271332066,33.24672464310095
5,28.507496527363514,87.25643905547003,1.282278554068022,29.16789774004214
10,47.414140837951685,82.16097244897469,2.650395987385715,53.63906380966735
12,53.31467764598674,90.62094920554588,3.464693941652587,60.15485232955404
9,47.3367559870694,87.13396554198296,1.7139907198976752,57.05890196208075
7,42.32375505477862,59.37894436142686,2.220106975551415,48.75649691838302
6,48.295003904439895,118.84107748952304,3.556683287668616,53.79715280725972
5,46.924873957590265,159.91002121792476,3.3172986302288536,52.557798661829345
5,33.78748468651974,141.00975870761545,4.475141852692896,43.3019714208235
10,26.79257012306789,150.93075028971197,4.164923878601534,38.36333237193083
9,24.139035843879977,62.17237678043587,4.862444209144118,34.70898270119801
10,43.96777297563908,192.72360652651807,3.3887732404535087,49.47567954449352
6,57.96520622226126,175.77377507645372,3.7938694656465053,67.08646504427853
12,39.0527359467815,170.7635477743494,4.442025035257611,50.505347265847064
11,55.626325123613306,173.44757075626512,4.359969779301072,65.86343021245627
4,10.711468548647376,189.9065762199142,3.8748865681049374,19.60655537507936
4,49.72353233680029,131.63809491705467,3.0010248374959003,54.540026976719055
12,52.68013289800398,80.04230268014388,2.0928275529229152,59.05047512351418
4,41.549691897184786,142.51754117788118,4.508863015741624,49.64795763921642
11,56.70304996808648,161.43222405019085,4.1066217689492195,67.079545765354
6,39.49564964406498,160.68760900310383,4.351627807833917,54.504642588366416
1,22.026845126337463,128.21735362503202,1.5631572725888168,24.702034790677452
9,20.785861472409714,60.268807900036705,2.2592515127570985,24.162860884701445
2,37.79181333463576,105.66694076451918,2.6995401515986046,44.60043772002432
2,55.324196524810546,188.1149912695036,4.353407889202243,65.88686501021242
5,13.618397287753849,137.6673364636139,4.5715466908586215,26.325297833157762
12,40.219525610545546,130.749791488357,2.139570857021145,45.66733432798202
12,48.49017364910123,90.32802715732902,3.745716669063059,60.748489255276866
11,15.770103481178456,105.26733798748683,1.3112568246102536,17.6471318880568
4,15.838484535600646,184.30191337297538,2.6382930878750446,20.238790236577625
3,28.306399833479404,149.96945712902536,2.9466764310075404,34.02576536705255
5,23.69405867748584,168.10805401284995,4.062531259596463,32.887218849121226
7,19.91570794468449,118.15181346014828,4.567888947348482,33.0109611551333
10,19.93470868056726,144.5370829184237,2.3491329432978247,22.76870431113818
2,16.53345162124179,87.25754131148113,3.1109555597676053,23.103228530807876
6,40.54270065409762,155.81912454252296,3.589792889470097,49.85450282737832
4,44.40628017920435,114.1402000555006,2.3147489157872587,52.61881534256379
2,45.14681134395223,116.38182722221184,4.942152852696178,57.04052568149615
1,36.617698806930306,147.39834868653224,4.503097518280098,49.35145766420849
8,57.645313483278336,190.442093220339,2.1856113154664665,61.880813065707706
5,54.02663887950329,59.60095199129314,3.0317849239961934,63.53315931342679
10,57.881557133314004,173.71148560205114,1.9233624529889775,62.033436926126285
2,29.439773906358898,93.85746656182897,3.058015675613339,37.72934488031671
8,53.889157997751234,116.58791817595667,3.7333293792931395,69.02837276011046
3,48.14373497034419,53.28699931625134,1.3420843711719512,57.49668512252838
7,26.998645151700654,95.15691167514696,4.4804688192290865,38.96245028137584
2,15.329662925210965,125.39468639451957,3.374983473786334,22.365714073449276
7,44.131062494840386,58.42641160211585,4.958411594308007,58.90612095038142
4,16.82261620609402,123.66435940747478,1.1023660289980128,20.101063997246573
10,24.688790350055605,189.0665943287641,4.3259934043929285,38.41750352118001
1,35.018228822189364,65.80898271617079,4.16785219301819,42.3737234105526
5,43.99412675742365,164.66610921132565,1.5314100481601294,46.12041070303675
12,56.31138285986525,111.4506580063989,2.341222540333627,61.20452635616257
12,39.66200224244983,148.27605717865072,4.539184812176691,50.18278451855105
4,43.57065498360474,89.03548969778441,3.073817180289017,48.90802472497505
8,25.5006925075489,73.92383938120375,2.605125949868956,32.127740160985084
1,44.36463082142694,74.06939214068396,4.621985729003367,58.898986798172466
2,31.889506036503725,60.5737918464717,1.3733780979082457,32.91478045421738
5,52.84655914418869,77.84700573518646,2.8924911316090256,60.92110512264945
10,29.622525695073715,149.63290774834525,3.609496391901409,39.79433655223415
10,33.413601082827846,182.2535917765262,3.4341657560600503,45.18042850132937
12,31.629387845512895,172.1188528386743,2.057105817635566,37.34987268510385
2,50.55614171536925,152.77014648117262,3.253251618137346,58.61748574303217
11,57.68495985059526,66.56477951166539,3.834247057143927,69.14494097550637
1,26.363815049163698,93.37811694439247,3.3395416293067934,36.97414108132332
6,33.75139503810384,96.47103129837035,3.7378489039092893,44.241886863734635
12,45.29631333466178,87.49354195964318,2.0243149575551618,52.06780893736813
12,54.76908110173655,127.25084895645847,4.3313958010871305,65.82587608488161
10,34.685034842301036,130.3330722319509,2.7987581479398793,44.17885831490261
