area,rainfall,temperature,fertilizer,crop
2.49816047538945,150.9054491313347,32.965139081556444,133.5872827427818,Maize
4.802857225639665,169.50220957870584,23.447727242103326,104.98264072498853,Rice
3.9279757672456204,87.57018481887485,37.447891267096296,79.40279679572872,Cotton
3.3946339367881464,143.73111494104984,32.262324781384834,87.27534912534102,Maize
1.624074561769746,135.7618974715623,23.144077671139087,83.30158014114815,Wheat
1.6239780813448106,174.92455651824065,39.246761149624135,132.32229952448193,Rice
1.2323344486727978,185.91305907218907,30.367309266706414,185.924095179784,Rice
4.46470458309974,51.82351572160802,21.4579690374331,186.90899391325965,Sugarcane
3.404460046972835,151.1029878588189,32.536658088301344,58.214566628873825,Maize
3.832290311184182,57.775369867959355,25.063978140256204,61.98491014278403,Maize
1.0823379771832098,132.3287997616034,36.07386903754605,86.76785857585153,Cotton
4.879639408647977,93.14490935655172,36.35644147132381,88.25891787042124,Cotton
4.329770563201687,96.01648992832118,39.578947117093236,64.23337628588767,Cotton
1.8493564427131046,102.94377551785348,30.037390620490072,108.26950117601608,Maize
1.7272998688284025,143.19386735744152,29.09913759455474,138.15880890369309,Maize
1.7336180394137353,100.10749485031539,35.069512108929615,136.72433008991953,Cotton
2.216968971838151,159.90485758854206,22.64941312683853,131.5144521887889,Wheat
3.0990257265289514,110.67910783608045,30.938310275862484,100.80078873312458,Maize
2.727780074568463,60.25298004649379,30.92495200261702,155.9683527974871,Sugarcane
2.1649165607921677,167.56397637261608,21.789462456207744,173.9725911471607,Rice
3.447411578889518,92.8637486889059,28.359681710138272,101.94113997161126,Maize
1.5579754426081673,114.91503193988939,37.06569597134404,62.8303038949193,Cotton
2.1685785941408726,152.81658248328523,37.12307243989321,94.44953766377847,Cotton
2.465447373174767,99.8684235723068,21.98475329839362,70.60529818623542,Wheat
2.8242799368681437,58.487848422007346,21.814417654956618,120.10380908407713,Wheat
4.140703845572054,106.08815705192204,25.253909540038705,73.39027269741175,Maize
1.798695128633439,191.66728740414553,37.49532125107987,119.42671364869659,Rice
3.0569377536544464,146.26015959478372,22.578051701469978,83.15043384869716,Wheat
3.36965827544817,150.72187230008103,34.399936052548924,160.80966581936045,Sugarcane
1.185801650879991,144.84232304564597,22.023312392262063,54.13523612537685,Wheat
3.4301794076057535,79.84882084391552,32.46275707495651,133.21194557478884,Maize
1.6820964947491661,112.75007961534202,27.1213459823829,75.4232412380085,Maize
1.260206371941118,162.64096975449775,35.778279259317344,50.14877967044406,Rice
4.7955421490133325,65.20593463297388,24.673808976507274,180.38001320972106,Sugarcane
4.862528132298237,91.67791641345684,32.78403658779919,150.72916817211015,Sugarcane
4.233589392465845,91.44786626987803,24.7136506915177,64.84142330757851,Wheat
2.2184550766934827,114.8028391391759,34.27320566224307,149.61085515257832,Maize
1.3906884560255355,197.05531114132776,37.47356069121497,141.74709991063978,Rice
3.7369321060486276,60.12538200257329,22.5360359825352,121.0035030564805,Wheat
2.760609974958405,127.80514915708926,37.33191377191007,112.8887147638421,Cotton
1.4881529393791153,76.90470230183156,31.871505088285957,183.06046443736022,Sugarcane
2.9807076404450807,195.6014818114616,22.542209817340478,86.77220298461769,Rice
1.1375540844608736,66.99552570911963,28.55083710719424,109.7465085520075,Maize
4.637281608315128,110.54015035423868,23.217205869701957,99.36731193422409,Wheat
2.0351199264000677,160.68274772519092,34.006957777331394,165.68015435549503,Rice
3.650089137415928,155.6831642041168,35.177362688359,187.46979593488092,Cotton
2.246844304357644,113.40929553408984,22.11593040545598,177.46725481103456,Sugarcane
3.0802720847112433,101.97862519290774,30.12279705389289,169.65558954496527,Sugarcane
3.1868411173731186,109.64185678293059,36.292501120518345,198.01849183551244,Cotton
1.7394178221021082,89.64143947379588,38.72326083101993,154.57168256155776,Cotton
4.878338511058234,80.79994080601998,30.270357334835403,162.65806868203006,Sugarcane
4.100531293444458,122.4559546338335,39.005584472228136,197.42038095575285,Cotton
4.757995766256757,90.2800634101411,30.713779409120598,51.04861780987611,Maize
4.579309401710596,93.11924973458753,27.88380989199816,145.10725646545475,Maize
3.3915999152443406,148.51340952118358,36.96406257105791,160.84572979299344,Cotton
4.687496940092467,195.28059975498383,29.859654209161782,187.67405806357925,Rice
1.353970008207678,140.54558008390626,29.43805021129046,182.57664562765143,Sugarcane
1.7839314496765808,61.54692005974494,29.806249788196567,176.29410218506916,Sugarcane
1.1809091556421523,61.33754207811005,36.93570003739491,191.86869079125557,Cotton
2.3013213230530574,192.7134831268349,36.63883083376104,130.6068781870561,Rice
2.554709158757928,94.59361854610005,28.07039984880422,51.038014337724015,Maize
2.0853961270955836,63.81004791237132,26.6659971974105,51.65815980455143,Maize
4.314950036607717,139.85668807255723,29.838560480782586,131.69585834267872,Maize
2.427013306774357,143.5473167435399,31.45545019474218,115.29083582959119,Maize
2.123738038749523,147.27572301780322,24.76674421255994,117.68675800481728,Wheat
3.170784332632994,90.1103041786312,35.879101694311814,110.06071058150555,Cotton
1.5636968998990506,52.26660263217126,29.729655314648458,187.65887136368536,Sugarcane
4.208787923016159,194.75230541817078,26.680910968399193,103.87555267546848,Rice
1.2982025747190833,87.63395685366538,22.136419859279812,178.43404126446248,Sugarcane
4.947547746402069,151.40394320788212,24.776903208072138,185.42971906874612,Sugarcane
4.08897907718663,155.99448048180642,38.98562343511968,124.92526549984322,Cotton
1.7948627261366896,141.50111256192287,26.101993736390533,117.04070560476325,Maize
1.0220884684944096,96.93610913204724,23.377185787340707,164.153090632317,Sugarcane
4.261845713819337,90.66443806460987,29.213455833099864,156.19572614598235,Sugarcane
3.8274293753904685,139.65024240540546,26.141754867204973,99.28026748943088,Maize
3.9160286721639492,179.91434504175373,20.703185005423883,65.38221888869698,Rice
4.0850813867437825,192.01005933850934,26.462904345588345,89.72786002737206,Rice
1.2961786069363614,65.88587066056364,30.88217247878937,69.65427587184485,Maize
2.4338629141770904,73.22429188965798,31.03424744039934,94.2098413665037,Maize
1.4634762381005189,191.71043881746195,27.131178423537776,89.27323483711986,Rice
4.4524137035023745,160.4802842502189,28.946055125052013,145.65671358300705,Rice
3.4931925073102317,182.44907372446596,39.31035836469533,193.17440426821696,Rice
2.3235920994105967,80.39489512030147,27.546969544606235,152.86155984957253,Sugarcane
1.2542334011440945,138.1378806664103,25.164536265199658,188.99741120968545,Sugarcane
2.243929286862649,155.17093916262104,24.8693408813352,167.6198387912665,Sugarcane
2.300733288106988,152.0167828170459,29.15529225408268,159.18164331067598,Sugarcane
3.9184247133522563,111.22275363000472,35.19040297433888,112.10929103200121,Cotton
3.5502298854208525,52.30923375369627,24.119763683769463,98.7191754295053,Wheat
4.548850970305306,137.43890852063947,34.18592254281536,176.9416058709379,Sugarcane
2.888859700647797,87.96523087694132,20.422996466988327,185.8089849393508,Sugarcane
1.4783769837532068,117.53813692143355,28.378659559678923,117.7823740476398,Maize
