area,rainfall,temperature,fertilizer_cost,previous_yield,previous_profit,current_cost,profit
2.49816047538945,150.9054491313347,32.965139081556444,7481.468068416169,34.56973763542047,41483.68516250457,9080.930829440262,43175.324203039396
4.802857225639665,169.50220957870584,23.447727242103326,5152.1628909169885,82.5591129307873,99070.93551694475,8585.211221704956,113337.29941519325
3.9279757672456204,87.57018481887485,37.447891267096296,6349.4616310165065,38.28634454456465,45943.61345347758,7821.009045841627,50950.55979378304
3.3946339367881464,143.73111494104984,32.262324781384834,4616.289787835527,45.12995430644312,54155.94516773174,6247.676439261537,62107.554919187016
1.624074561769746,135.7618974715623,23.144077671139087,5780.207465254629,25.95553501314825,31146.6420157779,7878.247640775082,33622.53374635011
1.6239780813448106,174.92455651824065,39.246761149624135,4043.455624526712,28.669228411096277,34403.07409331553,7684.500212082683,35413.09949116836
1.2323344486727978,185.91305907218907,30.367309266706414,3806.9541187126724,28.138007917691205,33765.609501229446,5202.3141246150035,33372.164751653814
4.46470458309974,51.82351572160802,21.4579690374331,5469.378717017082,22.130569315075608,26556.68317809073,6836.08129558066,22959.530939376225
3.404460046972835,151.1029878588189,32.536658088301344,4988.778045103882,53.34863179016753,64018.358148201034,7470.70301001968,74023.60620275106
3.832290311184182,57.775369867959355,25.063978140256204,5477.218214899886,21.938167858613667,26325.8014303364,7306.44983818091,24460.41475434329
1.0823379771832098,132.3287997616034,36.07386903754605,3719.963487722138,13.841387235502689,16609.664682603227,6426.147312666617,15209.46904280841
4.879639408647977,93.14490935655172,36.35644147132381,4201.746990901971,46.7460091822458,56095.21101869496,6556.657044951641,63790.82201742177
4.329770563201687,96.01648992832118,39.578947117093236,2503.387763773456,44.25697451348415,53108.36941618098,4808.265082827106,61243.51735201129
1.8493564427131046,102.94377551785348,30.037390620490072,2313.6582336332344,12.790148889495367,15348.17866739444,3649.5771450942143,15342.923617972388
1.7272998688284025,143.19386735744152,29.09913759455474,3520.7427780380976,31.90204287444343,38282.45144933212,4943.891848787618,41178.39345278707
1.7336180394137353,100.10749485031539,35.069512108929615,2445.4811559832747,8.056500692553445,9667.800831064134,5908.716888323825,6144.4787727070025
2.216968971838151,159.90485758854206,22.64941312683853,2622.648251808444,32.02635022330512,38431.620267966144,6280.296464523677,40590.242004845204
3.0990257265289514,110.67910783608045,30.938310275862484,6877.570432363623,33.828394903504034,40594.07388420484,8581.621031019373,41416.45828398527
2.727780074568463,60.25298004649379,30.92495200261702,2233.242182100136,18.497467685849436,22196.961223019323,3573.623686674443,23525.27975268139
2.1649165607921677,167.56397637261608,21.789462456207744,5953.6567636084565,44.157065382833295,52988.47845939996,7113.906779411988,58668.30475504051
3.447411578889518,92.8637486889059,28.359681710138272,3635.346492892403,22.722498807796512,27266.998569355816,6460.239334118094,29467.855790590842
1.5579754426081673,114.91503193988939,37.06569597134404,7229.274084248758,15.365009132939534,18438.01095952744,10375.333721749375,12412.59831925054
2.1685785941408726,152.81658248328523,37.12307243989321,4909.953707464998,22.505309521305215,27006.371425566256,7028.383675074614,28776.985280063407
2.465447373174767,99.8684235723068,21.98475329839362,3833.4587559669544,24.780144125496115,29736.172950595337,6872.486358438873,33373.43973245826
2.8242799368681437,58.487848422007346,21.814417654956618,5105.833614136607,17.8770236073862,21452.42832886344,8244.710060815185,20280.714652376413
4.140703845572054,106.08815705192204,25.253909540038705,4291.748114271613,51.88194269831083,62258.331237973,8097.774958462329,70794.07615914094
1.798695128633439,191.66728740414553,37.49532125107987,5385.806388018981,35.078275421689455,42093.93050602735,6580.427301524303,46690.65024997692
3.0569377536544464,146.26015959478372,22.578051701469978,2687.1972099580894,49.9309460192938,59917.13522315256,4264.072379651328,72363.06406738951
3.36965827544817,150.72187230008103,34.399936052548924,7981.943016875306,53.70730583639633,64448.767003675595,9187.520979666271,71552.1592521207
1.185801650879991,144.84232304564597,22.023312392262063,4553.335266180306,14.999185593456154,17999.022712147384,8157.317066188637,16310.601015909991
3.4301794076057535,79.84882084391552,32.46275707495651,4089.3838382442123,20.344774364079807,24413.729236895768,7467.1453183449175,24278.227838354163
1.6820964947491661,112.75007961534202,27.1213459823829,6261.25908989759,20.340662861824676,24408.79543418961,8985.185301763107,20806.12806941313
1.260206371941118,162.64096975449775,35.778279259317344,4183.396438971995,13.035608556603256,15642.730267923907,5434.386669125544,15910.727925984951
4.7955421490133325,65.20593463297388,24.673808976507274,6999.645830172546,37.74581615317166,45294.97938380599,8819.582906133704,47982.101335578926
4.862528132298237,91.67791641345684,32.78403658779919,4725.624346162552,43.768334256907906,52522.001108289485,6618.7838903381025,58821.45347979912
4.233589392465845,91.44786626987803,24.7136506915177,6317.350479592609,44.69115871793616,53629.39046152339,8999.58006763886,57084.7596884674
2.2184550766934827,114.8028391391759,34.27320566224307,2644.719298651319,23.067421960051007,27680.906352061207,4418.8509807614655,30514.31965506419
1.3906884560255355,197.05531114132776,37.47356069121497,7076.715113330671,28.748508572281423,34498.21028673771,8295.594705069536,36820.093384178566
3.7369321060486276,60.12538200257329,22.5360359825352,6414.307920668659,23.51519132605889,28218.22959127067,9606.594826228556,27444.072174045854
2.760609974958405,127.80514915708926,37.33191377191007,3270.300670771794,35.05679637135613,42068.155645627354,5167.541305738028,48124.44084621408
1.4881529393791153,76.90470230183156,31.871505088285957,2871.71605847472,9.281298311271685,11137.557973526022,5228.838589544622,9892.396158812975
2.9807076404450807,195.6014818114616,22.542209817340478,3897.7540923537463,60.26536322413291,72318.4358689595,5280.753997300662,87660.68442194382
1.1375540844608736,66.99552570911963,28.55083710719424,7856.423516191426,2.9902870736852094,3588.3444884222513,11264.068426375165,-7078.570398189073
4.637281608315128,110.54015035423868,23.217205869701957,3540.9894474023517,45.2134039770147,54256.08477241764,6237.585078174525,59351.68088028711
2.0351199264000677,160.68274772519092,34.006957777331394,4736.763253679799,38.91500063905925,46698.000766871104,8441.520132309388,52533.240530636635
3.650089137415928,155.6831642041168,35.177362688359,2180.121354304018,60.461582598459195,72553.89911815104,4666.536043500018,84966.28135012735
2.246844304357644,113.40929553408984,22.11593040545598,4383.365177397395,25.810761016209455,30972.913219451344,8207.642192851035,29127.823084775337
3.0802720847112433,101.97862519290774,30.12279705389289,5427.920092598617,39.73790315461335,47685.48378553602,9103.524705742595,46910.93451550833
3.1868411173731186,109.64185678293059,36.292501120518345,7718.747675047791,33.60229014447357,40322.74817336829,10448.127244425494,41097.87407861346
1.7394178221021082,89.64143947379588,38.72326083101993,5100.416269640386,22.2059078419057,26647.089410286837,8902.096584089977,21163.85992966413
4.878338511058234,80.79994080601998,30.270357334835403,6914.643957066127,40.29481671715241,48353.78006058289,8883.910198949783,50057.797261395346
4.100531293444458,122.4559546338335,39.005584472228136,5282.765855413403,45.089693654082964,54107.63238489956,7379.692343526037,61431.32172662853
4.757995766256757,90.2800634101411,30.713779409120598,2244.7100806131084,52.19541690713854,62634.50028856625,3381.143934531219,76355.82393099333
4.579309401710596,93.11924973458753,27.88380989199816,3890.049651138644,47.59573981210379,57114.88777452454,6657.652371430204,63432.54905028902
3.3915999152443406,148.51340952118358,36.96406257105791,5453.2970469866195,49.76470155942161,59717.64187130593,8619.068956773419,65759.67672837418
4.687496940092467,195.28059975498383,29.859654209161782,7703.563795586746,95.17357767876061,114208.29321451273,11024.121366313055,129991.05609901556
1.353970008207678,140.54558008390626,29.43805021129046,7154.7821585074,17.01093285198641,20413.119422383694,8604.23101664571,15815.374685711542
1.7839314496765808,61.54692005974494,29.806249788196567,3370.133685073086,15.125293807828651,18150.35256939438,5702.610902010587,17517.760330038203
1.1809091556421523,61.33754207811005,36.93570003739491,3320.658980114981,-4.711986323957204,-5654.383588748645,4851.248616396728,-12922.521459925449
2.3013213230530574,192.7134831268349,36.63883083376104,3207.0378026834046,39.250558127488105,47100.66975298573,6193.419849246151,52193.98726163467
2.554709158757928,94.59361854610005,28.07039984880422,7534.993377815019,29.062217087412375,34874.66050489485,9008.832495080323,31655.079772803107
2.0853961270955836,63.81004791237132,26.6659971974105,7115.996918610324,12.058644987529682,14470.373985035618,10828.487970478549,9525.391840428249
4.314950036607717,139.85668807255723,29.838560480782586,6649.3005935176925,61.385173606295204,73662.20832755424,8341.204530501933,84756.68906528302
2.427013306774357,143.5473167435399,31.45545019474218,4356.410685345365,28.105196478255312,33726.235773906374,6230.617484210099,37512.987976847275
2.123738038749523,147.27572301780322,24.76674421255994,5026.2842257926,40.516840494235254,48620.2085930823,8579.0031922456,54777.108198341004
3.170784332632994,90.1103041786312,35.879101694311814,4785.990468770917,34.5246822884281,41429.61874611372,7161.393299208088,42975.204382342636
1.5636968998990506,52.26660263217126,29.729655314648458,3520.388645356236,7.169486358541527,8603.383630249833,4592.3764827564555,5445.064088999788
4.208787923016159,194.75230541817078,26.680910968399193,5030.168276892602,79.94363581803853,95932.36298164623,7513.927030500539,108611.85796139285
